Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Mernda,12 Friesian St,4,h,535000,S,HAR,2018-02-24,25.9,3754,4,2,2,294,120,2017,Whittlesea City Council,-37.58651,145.08104,Northern Metropolitan,5812
Mernda,4 Jane Ct,3,h,585000,SP,RW,2018-02-24,25.9,3754,3,1,4,604,102,1980,Whittlesea City Council,-37.59517,145.1041,Northern Metropolitan,5812
Mernda,18 Lupin St,4,h,642500,S,RW,2018-02-24,25.9,3754,4,2,2,460,221,2010,Whittlesea City Council,-37.5912,145.09057,Northern Metropolitan,5812
Mernda,6 Sapling Pl,5,h,745000,S,HAR,2018-02-24,25.9,3754,5,2,2,564,251,2010,Whittlesea City Council,-37.61247,145.08782,Northern Metropolitan,5812
Mernda,3 Softwood Dr,3,h,570000,S,Buckingham,2018-02-24,25.9,3754,3,2,2,375,144,2010,Whittlesea City Council,-37.58892,145.08861,Northern Metropolitan,5812
Mernda,6 Uccello Wy,3,h,600000,S,Millership,2018-02-24,25.9,3754,3,2,2,362,160,2007,Whittlesea City Council,-37.60995,145.08925,Northern Metropolitan,5812
Mernda,99 Waterview Dr,3,h,615000,S,Ray,2018-02-24,25.9,3754,3,2,2,525,168,2008,Whittlesea City Council,-37.61185,145.08194,Northern Metropolitan,5812
Mernda,105 Wellington St,3,h,551000,S,Barry,2018-02-24,25.9,3754,3,2,2,406,120,1970,Whittlesea City Council,-37.60446,145.06815,Northern Metropolitan,5812
Middle Park,33 Canterbury Rd,6,h,5575000,S,Marshall,2018-02-24,3.0,3206,6,4,4,420,324,1880,Port Phillip City Council,-37.84535,144.96044,Southern Metropolitan,2019
Middle Park,108 Hambleton St,3,h,3750000,SA,Greg,2018-02-24,3.0,3206,3,1,0,284,148,1890,Port Phillip City Council,-37.84794,144.96117,Southern Metropolitan,2019
Middle Park,22 McGregor St,3,h,3250000,S,Greg,2018-02-24,3.0,3206,3,2,1,286,233,1900,Port Phillip City Council,-37.85205,144.96481,Southern Metropolitan,2019
Middle Park,123 Neville St,3,h,1712000,S,Greg,2018-02-24,3.0,3206,3,2,2,125,123,2000,Port Phillip City Council,-37.85086,144.96317,Southern Metropolitan,2019
Mill Park,1/1 Allwyn Cr,3,h,530000,SP,RW,2018-02-24,17.9,3082,3,1,1,260,120,1970,Whittlesea City Council,-37.65648,145.07504,Northern Metropolitan,10529
Mill Park,26 Freeman Cr,3,h,612500,S,Stockdale,2018-02-24,17.9,3082,3,2,2,549,120,1970,Whittlesea City Council,-37.66681,145.05443,Northern Metropolitan,10529
Mill Park,1 Greenway Dr,5,h,815000,S,HAR,2018-02-24,17.9,3082,5,3,2,600,120,1970,Whittlesea City Council,-37.6638,145.07066,Northern Metropolitan,10529
Mill Park,34 Redleap Av,4,h,722000,S,Ray,2018-02-24,17.9,3082,4,2,4,611,120,1970,Whittlesea City Council,-37.66653,145.06562,Northern Metropolitan,10529
Mill Park,97 Redleap Av,4,h,600000,PI,The,2018-02-24,17.9,3082,4,2,2,620,146,1978,Whittlesea City Council,-37.66074,145.06843,Northern Metropolitan,10529
Mill Park,74 Roycroft Av,3,h,585000,SP,Ray,2018-02-24,17.9,3082,3,1,2,534,115,1978,Whittlesea City Council,-37.66744,145.05228,Northern Metropolitan,10529
Mill Park,73 Veronica Cr,3,h,728000,S,Barry,2018-02-24,17.9,3082,3,2,1,665,165,1985,Whittlesea City Council,-37.67218,145.07438,Northern Metropolitan,10529
Mill Park,8 Warburton Ct,4,h,708000,S,Ray,2018-02-24,17.9,3082,4,2,3,835,120,1970,Whittlesea City Council,-37.66305,145.06423,Northern Metropolitan,10529
Mill Park,3 Westleigh Ct,3,h,750000,S,Barry,2018-02-24,17.9,3082,3,2,1,530,530,1989,Whittlesea City Council,-37.65305,145.04325,Northern Metropolitan,10529
Mill Park,6 Worgan Cl,3,h,715000,S,HAR,2018-02-24,17.9,3082,3,2,2,596,150,1985,Whittlesea City Council,-37.6576,145.05373,Northern Metropolitan,10529
Mitcham,9 Fellows St,3,h,1600000,VB,Noel,2018-02-24,17.2,3132,3,2,2,438,221,1920,Whitehorse City Council,-37.81272,145.19188,Eastern Metropolitan,6871
Mitcham,4 Highland Av,4,h,945000,PI,Ray,2018-02-24,17.2,3132,4,2,2,641,120,1970,Whitehorse City Council,-37.81003,145.20603,Eastern Metropolitan,6871
Mitcham,15 Nara Rd,3,h,1070000,VB,Noel,2018-02-24,17.2,3132,3,2,1,654,164,1974,Whitehorse City Council,-37.80953,145.20869,Eastern Metropolitan,6871
Mitcham,13 Nymph St,4,h,600000,VB,Noel,2018-02-24,17.2,3132,4,2,6,706,120,1970,Whitehorse City Council,-37.8242,145.21123,Eastern Metropolitan,6871
Mitcham,52 Owen St,4,h,600000,S,Noel,2018-02-24,17.2,3132,4,3,3,959,230,1960,Whitehorse City Council,-37.8261,145.19242,Eastern Metropolitan,6871
Mitcham,12 Rupert St,3,h,600000,SP,Noel,2018-02-24,17.2,3132,3,2,2,669,120,1970,Whitehorse City Council,-37.82134,145.20083,Eastern Metropolitan,6871
Mont Albert,7 Gordon St,3,h,1600000,PI,Woodards,2018-02-24,10.2,3127,3,1,2,832,120,1970,Boroondara City Council,-37.82141,145.10169,Eastern Metropolitan,2079
Montmorency,50 Adam Cr,4,h,885000,S,Buckingham,2018-02-24,16.2,3094,4,2,2,1098,143,1985,Banyule City Council,-37.71817,145.13411,Eastern Metropolitan,3891
Montmorency,11 Luisa Ct,5,h,1180000,S,Jellis,2018-02-24,16.2,3094,5,3,2,1126,212,1980,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan,3891
Montmorency,119 Rattray Rd,3,h,931500,S,Jellis,2018-02-24,16.2,3094,3,1,1,883,120,1970,Banyule City Council,-37.72014,145.1279,Eastern Metropolitan,3891
Moonee Ponds,10 Albert St,2,h,750000,VB,Nelson,2018-02-24,6.2,3039,2,1,2,149,84,1970,Moonee Valley City Council,-37.76298,144.92129,Western Metropolitan,6232
Moonee Ponds,21 Davies St,3,h,1300000,VB,Nelson,2018-02-24,6.2,3039,3,1,1,429,180,2011,Moonee Valley City Council,-37.76872,144.92706,Western Metropolitan,6232
Moonee Ponds,26 Derby St,3,h,600000,SN,Barry,2018-02-24,6.2,3039,3,1,2,554,120,1970,Moonee Valley City Council,-37.76402,144.91342,Western Metropolitan,6232
Moonee Ponds,2 Hartnett Ct,4,h,600000,PI,Brad,2018-02-24,6.2,3039,3,2,2,482,217,1970,Moonee Valley City Council,-37.75963,144.92938,Western Metropolitan,6232
Moonee Ponds,53 Ormond Rd,2,h,850000,VB,Brad,2018-02-24,6.2,3039,2,1,1,512,120,1970,Moonee Valley City Council,-37.77286,144.93163,Western Metropolitan,6232
Moonee Ponds,104 Park St,5,h,2760000,S,Nelson,2018-02-24,6.2,3039,5,3,3,718,120,1910,Moonee Valley City Council,-37.76085,144.91046,Western Metropolitan,6232
Moonee Ponds,38 Vine St,2,h,1440000,S,Nelson,2018-02-24,6.2,3039,2,1,2,571,120,1970,Moonee Valley City Council,-37.76905,144.93163,Western Metropolitan,6232
Moorabbin,16 Clay St,4,h,1337000,S,Woodards,2018-02-24,14.3,3189,4,2,2,805,120,1970,Kingston City Council,-37.938,145.04625,Southern Metropolitan,2555
Moorabbin,20b Grandview Gr,4,t,1250000,VB,Buxton,2018-02-24,14.3,3189,4,3,2,339,262,2017,Kingston City Council,-37.94372,145.04611,Southern Metropolitan,2555
Moorabbin,11 Margaret St,4,t,600000,PI,Barry,2018-02-24,14.3,3189,4,3,2,234,120,1970,Kingston City Council,-37.9361,145.04597,Southern Metropolitan,2555
Moorabbin,38 Marrbridge Rd,4,h,1210000,PI,Buxton,2018-02-24,14.3,3189,4,2,1,593,196,1950,Kingston City Council,-37.93923,145.05979,Southern Metropolitan,2555
Moorabbin,150 Rowans Rd,3,h,1080000,S,Ray,2018-02-24,14.3,3189,3,1,4,791,120,1970,Kingston City Council,-37.93908,145.05532,Southern Metropolitan,2555
Moorabbin,5 Stayner Gr,3,h,1250000,SA,Buxton,2018-02-24,14.3,3189,3,2,1,613,149,1950,Kingston City Council,-37.94388,145.04048,Southern Metropolitan,2555
Mooroolbark,17 Coolabah St,3,h,630000,S,Barry,2018-02-24,26.5,3138,3,1,2,872,99,1970,Yarra Ranges Shire Council,-37.77754,145.31048,Eastern Victoria,8280
Mooroolbark,3 Fiona Ct,3,h,600000,SN,McGrath,2018-02-24,26.5,3138,3,2,3,1109,172,1980,Yarra Ranges Shire Council,-37.76838,145.31002,Eastern Victoria,8280
Mooroolbark,15 Shakespeare Av,4,h,600000,PN,Methven,2018-02-24,26.5,3138,4,1,1,867,143,1964,Yarra Ranges Shire Council,-37.7903,145.32635,Eastern Victoria,8280
Mooroolbark,107 Taylor Rd,4,h,922000,S,LJ,2018-02-24,26.5,3138,4,2,4,1250,196,1975,Yarra Ranges Shire Council,-37.78534,145.33323,Eastern Victoria,8280
Mooroolbark,15 The Briars,3,h,665000,S,Fletchers,2018-02-24,26.5,3138,3,1,2,513,115,1996,Yarra Ranges Shire Council,-37.76191,145.33016,Eastern Victoria,8280
Mount Waverley,4 Banfield Sq,5,h,600000,PI,Buxton,2018-02-24,14.2,3149,5,2,2,977,120,1970,Monash City Council,-37.87571,145.13504,Eastern Metropolitan,13366
Mount Waverley,49 Bruce St,5,h,1760000,PI,Jellis,2018-02-24,14.2,3149,5,2,2,805,255,1994,Monash City Council,-37.88192,145.13394,Eastern Metropolitan,13366
Mount Waverley,15 Esperance Rd,4,h,600000,PI,Harcourts,2018-02-24,14.2,3149,4,2,2,658,120,1970,Monash City Council,-37.86349,145.14538,Eastern Metropolitan,13366
Mount Waverley,4 Lemon Gr,5,h,1430000,S,Jellis,2018-02-24,14.2,3149,5,2,4,725,120,1970,Monash City Council,-37.88578,145.14498,Eastern Metropolitan,13366
Mount Waverley,34 Park Rd,4,h,600000,S,Marshall,2018-02-24,14.2,3149,4,2,4,767,246,1970,Monash City Council,-37.8668,145.12386,Eastern Metropolitan,13366
Mount Waverley,26 Princetown Rd,4,h,1870000,S,Jellis,2018-02-24,14.2,3149,4,2,2,702,211,2008,Monash City Council,-37.88143,145.12731,Eastern Metropolitan,13366
Mount Waverley,9 Quaintance St,4,h,1450000,S,Barry,2018-02-24,14.2,3149,4,2,2,730,171,1950,Monash City Council,-37.8655,145.12065,Eastern Metropolitan,13366
Mulgrave,38 Brunton Cr,3,h,760000,S,Ray,2018-02-24,18.8,3170,3,2,1,321,120,1970,Monash City Council,-37.93318,145.19097,South-Eastern Metropolitan,7113
Mulgrave,34 Florey Cr,4,h,600000,VB,Buxton,2018-02-24,18.8,3170,4,2,2,649,120,1970,Monash City Council,-37.91824,145.16333,South-Eastern Metropolitan,7113
Mulgrave,66 Kambara Dr,3,h,600000,PI,Fletchers,2018-02-24,18.8,3170,3,2,2,652,132,1970,Monash City Council,-37.93,145.18159,South-Eastern Metropolitan,7113
Mulgrave,19 Ling Ct,4,h,1019500,S,Buxton,2018-02-24,18.8,3170,4,2,2,692,686,1970,Monash City Council,-37.93712,145.20447,South-Eastern Metropolitan,7113
Mulgrave,4 Locarno Ct,5,h,1130000,PI,Win,2018-02-24,18.8,3170,5,2,3,652,120,1970,Monash City Council,-37.93459,145.18694,South-Eastern Metropolitan,7113
Murrumbeena,19 Brett St,3,h,1350000,S,Woodards,2018-02-24,10.1,3163,3,1,2,582,120,1970,Glen Eira City Council,-37.90571,145.06874,Southern Metropolitan,4442
Murrumbeena,43b Kinlock Av,3,t,1325000,S,Buxton,2018-02-24,10.1,3163,3,2,1,287,225,2017,Glen Eira City Council,-37.90522,145.07109,Southern Metropolitan,4442
Murrumbeena,12 Wahroongaa Cr,3,h,600000,SN,Ray,2018-02-24,10.1,3163,3,2,3,741,120,1970,Glen Eira City Council,-37.88757,145.0729,Southern Metropolitan,4442
Newport,40 Anderson St,4,h,1085000,S,McGrath,2018-02-24,6.2,3015,4,2,1,336,130,1920,Hobsons Bay City Council,-37.84485,144.87738,Western Metropolitan,5498
Newport,27 Elizabeth St,3,h,975000,VB,Williams,2018-02-24,6.2,3015,3,3,2,226,120,1970,Hobsons Bay City Council,-37.83941,144.87782,Western Metropolitan,5498
Newport,36 Gordon St,4,t,1180000,SP,Sweeney,2018-02-24,6.2,3015,4,1,2,259,120,1970,Hobsons Bay City Council,-37.83757,144.86716,Western Metropolitan,5498
Newport,13 Holland Ct,2,h,895000,S,Raine,2018-02-24,6.2,3015,2,2,2,152,120,2012,Hobsons Bay City Council,-37.84792,144.89288,Western Metropolitan,5498
Newport,71 Mason St,3,h,860000,S,Purplebricks,2018-02-24,6.2,3015,3,1,1,418,120,1970,Hobsons Bay City Council,-37.84209,144.87786,Western Metropolitan,5498
Newport,15 Steele St,4,h,1150000,S,Williams,2018-02-24,6.2,3015,4,2,1,418,158,1940,Hobsons Bay City Council,-37.83916,144.88168,Western Metropolitan,5498
Newport,45 Woods St,3,h,1237500,S,Greg,2018-02-24,6.2,3015,3,1,3,505,134,1930,Hobsons Bay City Council,-37.84589,144.8768,Western Metropolitan,5498
Niddrie,94 Hotham Rd,3,h,920000,PI,Barry,2018-02-24,10.4,3042,3,1,5,534,123,1950,Moonee Valley City Council,-37.7347,144.88021,Western Metropolitan,2291
Niddrie,17 Ryder St,3,h,1135000,S,Nelson,2018-02-24,10.4,3042,3,1,1,621,105,1950,Moonee Valley City Council,-37.73771,144.88654,Western Metropolitan,2291
Noble Park,1281 Heatherton Rd,3,h,742500,S,Le,2018-02-24,22.7,3174,3,2,2,695,175,1960,Greater Dandenong City Council,-37.9666,145.1882,South-Eastern Metropolitan,11806
North Melbourne,9 Chapman St,2,h,600000,PI,Alexkarbon,2018-02-24,1.8,3051,2,1,2,127,120,1970,Melbourne City Council,-37.79784,144.95002,Northern Metropolitan,6821
Northcote,13 Charles St,2,h,1050000,PI,McGrath,2018-02-24,5.3,3070,2,1,1,199,120,1900,Darebin City Council,-37.77649,144.99057,Northern Metropolitan,11364
Northcote,77 Gladstone Av,2,h,1266000,SP,Jellis,2018-02-24,5.3,3070,2,1,2,192,108,1910,Darebin City Council,-37.76558,144.99474,Northern Metropolitan,11364
Northcote,16 Helen St,4,h,1930000,SP,Jellis,2018-02-24,5.3,3070,4,2,2,296,193,1880,Darebin City Council,-37.77326,144.99688,Northern Metropolitan,11364
Northcote,38 Howitt St,3,h,600000,S,Jellis,2018-02-24,5.3,3070,3,2,2,426,160,1890,Darebin City Council,-37.78049,145.01462,Northern Metropolitan,11364
Northcote,8 Main St,2,h,1380000,S,Nelson,2018-02-24,5.3,3070,2,1,2,377,120,1970,Darebin City Council,-37.77331,145.0158,Northern Metropolitan,11364
Northcote,26 Plant St,4,h,1950000,VB,Nelson,2018-02-24,5.3,3070,4,1,2,581,112,1910,Darebin City Council,-37.77826,144.99994,Northern Metropolitan,11364
Northcote,82 Thomson St,4,h,1822000,S,Nelson,2018-02-24,5.3,3070,4,1,3,479,120,1970,Darebin City Council,-37.78078,145.01297,Northern Metropolitan,11364
Northcote,3 Vauxhall Rd,4,h,2190000,S,McGrath,2018-02-24,5.3,3070,4,2,2,516,120,1970,Darebin City Council,-37.77812,145.01137,Northern Metropolitan,11364
Northcote,37 Zoe Cct,2,h,600000,S,Nelson,2018-02-24,5.3,3070,2,1,2,275,120,1970,Darebin City Council,-37.76786,144.9858,Northern Metropolitan,11364
Nunawading,9 Nott St,3,t,900000,SA,Philip,2018-02-24,15.4,3131,3,1,1,226,136,2012,Manningham City Council,-37.82865,145.18624,Eastern Metropolitan,4973
Oak Park,4 Draska Ct,3,h,790000,VB,Brad,2018-02-24,11.2,3046,3,2,2,540,155,1970,Moreland City Council,-37.71425,144.9053,Northern Metropolitan,2651
Oakleigh,4 Best St,4,h,1580000,S,Buxton,2018-02-24,12.3,3166,4,2,2,508,170,1950,Monash City Council,-37.90817,145.09214,Southern Metropolitan,3224
Oakleigh East,59 Carmichael Rd,3,h,1180000,S,Buxton,2018-02-24,12.3,3166,3,1,2,711,120,1970,Monash City Council,-37.90258,145.11249,Southern Metropolitan,2547
Oakleigh South,7B Olinda Gr,3,t,600000,S,Buxton,2018-02-24,15.5,3167,3,2,2,175,134,2010,Kingston City Council,-37.91856,145.10775,South-Eastern Metropolitan,3692
Ormond,37 Dalmor Av,3,h,1620000,S,Buxton,2018-02-24,11.4,3204,3,2,2,635,120,1970,Glen Eira City Council,-37.90066,145.03858,Southern Metropolitan,3578
Pascoe Vale,120 Cumberland Rd,5,h,600000,PN,Peter,2018-02-24,8.5,3044,5,1,2,994,120,1970,Moreland City Council,-37.73035,144.93888,Northern Metropolitan,7485
Pascoe Vale,2 Heathcote St,3,h,1006000,S,Raine,2018-02-24,8.5,3044,3,1,3,661,120,1970,Moreland City Council,-37.722,144.94637,Northern Metropolitan,7485
Pascoe Vale,18 Kevin St,4,h,1300000,VB,Brad,2018-02-24,8.5,3044,4,2,2,424,319,1998,Moreland City Council,-37.73344,144.94372,Northern Metropolitan,7485
Pascoe Vale,45 Pleasant St,3,h,1040000,S,Nelson,2018-02-24,8.5,3044,3,1,2,641,120,1970,Moreland City Council,-37.72714,144.93421,Northern Metropolitan,7485
Pascoe Vale,21 Tangyes St,4,h,860000,S,Nelson,2018-02-24,8.5,3044,4,1,1,403,128,1959,Moreland City Council,-37.72644,144.9445,Northern Metropolitan,7485
Pascoe Vale,3 Warwick Rd,2,h,600000,S,Nelson,2018-02-24,8.5,3044,2,1,4,474,120,1970,Moreland City Council,-37.72361,144.9464,Northern Metropolitan,7485
Point Cook,27 Cooinda Wy,4,h,740000,S,hockingstuart,2018-02-24,14.7,3030,4,2,2,518,224,2010,Wyndham City Council,-37.90037,144.73416,Western Metropolitan,15542
Point Cook,54 Fongeo Dr,5,h,717760,S,MICM,2018-02-24,14.7,3030,5,2,2,476,188,2009,Wyndham City Council,-37.91058,144.74061,Western Metropolitan,15542
Point Cook,36 Santander Cr,4,h,811000,S,LJ,2018-02-24,14.7,3030,4,2,3,864,120,1970,Wyndham City Council,-37.89783,144.73717,Western Metropolitan,15542
Point Cook,23 The Esplanade,3,h,620000,PI,Sanctuary,2018-02-24,14.7,3030,3,2,2,485,180,2010,Wyndham City Council,-37.90579,144.76861,Western Metropolitan,15542
Port Melbourne,142 Beach St,4,h,2300000,PI,Biggin,2018-02-24,3.5,3207,4,2,2,376,120,1970,Melbourne City Council,-37.83915,144.92697,Southern Metropolitan,8648
Port Melbourne,58 Clark St,3,h,600000,S,Marshall,2018-02-24,3.5,3207,3,2,1,166,80,1910,Melbourne City Council,-37.83588,144.9336,Southern Metropolitan,8648
Port Melbourne,243 Graham St,2,h,1150000,VB,Greg,2018-02-24,3.5,3207,2,1,1,148,71,1910,Melbourne City Council,-37.8393,144.93858,Southern Metropolitan,8648
Port Melbourne,11 Morley St,3,h,1735000,SP,Biggin,2018-02-24,3.5,3207,3,2,2,208,158,1998,Melbourne City Council,-37.83868,144.93181,Southern Metropolitan,8648
Prahran,61 Murray St,3,h,2500000,VB,Marshall,2018-02-24,4.6,3181,3,2,2,330,175,1900,Stonnington City Council,-37.85047,145.00206,Southern Metropolitan,7717
Preston,24 Elm St,3,h,600000,SP,RW,2018-02-24,8.4,3072,3,1,2,586,120,1970,Darebin City Council,-37.73367,145.03095,Northern Metropolitan,14577
Preston,4 Evelyn St,5,h,1570000,SP,McGrath,2018-02-24,8.4,3072,5,3,2,564,317,1935,Darebin City Council,-37.7374,144.99115,Northern Metropolitan,14577
Preston,260 Gilbert Rd,4,h,1495000,PI,Woodards,2018-02-24,8.4,3072,4,1,3,653,197,1935,Darebin City Council,-37.74189,144.98967,Northern Metropolitan,14577
Preston,37 Gordon Gr,3,h,950000,PI,Rendina,2018-02-24,8.4,3072,3,1,2,557,120,1950,Darebin City Council,-37.73666,145.02013,Northern Metropolitan,14577
Preston,2 Hawker Av,4,h,1530000,PI,Barry,2018-02-24,8.4,3072,4,2,4,695,120,1970,Darebin City Council,-37.73159,145.01368,Northern Metropolitan,14577
Preston,15 Leicester St,3,h,600000,SP,RW,2018-02-24,8.4,3072,3,1,2,582,120,1970,Darebin City Council,-37.74372,144.99635,Northern Metropolitan,14577
Preston,85 Youngman St,3,h,880000,PI,Woodards,2018-02-24,8.4,3072,3,1,2,397,120,1970,Darebin City Council,-37.73527,145.00584,Northern Metropolitan,14577
Preston,93 Youngman St,4,h,1300000,PI,hockingstuart,2018-02-24,8.4,3072,4,3,1,395,120,1922,Darebin City Council,-37.73522,145.00532,Northern Metropolitan,14577
Research,21 Valley Rd,4,h,930000,S,Jellis,2018-02-24,18.0,3095,4,2,2,731,125,1970,Nillumbik Shire Council,-37.70199,145.18138,Eastern Metropolitan,938
Reservoir,69 Boldrewood Pde,3,h,600000,VB,Nelson,2018-02-24,12.0,3073,3,1,2,652,120,1970,Darebin City Council,-37.71987,145.02094,Northern Metropolitan,21650
Reservoir,29 Broadhurst Av,4,h,950000,S,Ray,2018-02-24,12.0,3073,4,2,2,857,120,1970,Darebin City Council,-37.70869,145.00526,Northern Metropolitan,21650
Reservoir,11 Chenies St,4,h,785000,PI,Nelson,2018-02-24,12.0,3073,4,2,3,700,120,1970,Darebin City Council,-37.71107,145.02887,Northern Metropolitan,21650
Reservoir,61 Darebin Bvd,3,h,935000,S,HAR,2018-02-24,12.0,3073,3,1,2,892,120,1970,Darebin City Council,-37.70353,145.02653,Northern Metropolitan,21650
Reservoir,32 Epstein St,4,h,600000,SN,McGrath,2018-02-24,12.0,3073,4,1,2,453,98,1950,Darebin City Council,-37.70867,144.99342,Northern Metropolitan,21650
Reservoir,37 Gilbank St,3,h,1285000,S,Nelson,2018-02-24,12.0,3073,3,2,2,551,134,1950,Darebin City Council,-37.72381,144.99419,Northern Metropolitan,21650
Reservoir,11 Rathcown Rd,5,h,600000,S,Ray,2018-02-24,12.0,3073,5,2,2,650,223,1970,Darebin City Council,-37.71094,145.03348,Northern Metropolitan,21650
Reservoir,127 Wilson Bvd,4,h,600000,S,Nelson,2018-02-24,12.0,3073,4,2,4,940,120,1970,Darebin City Council,-37.69812,144.99343,Northern Metropolitan,21650
Richmond,104 Bendigo St,2,h,1185000,S,Biggin,2018-02-24,2.4,3121,2,1,0,124,72,1915,Yarra City Council,-37.82668,145.01145,Northern Metropolitan,14949
Richmond,17 Johnson St,3,h,600000,SP,Marshall,2018-02-24,2.4,3121,3,2,0,274,165,1928,Yarra City Council,-37.81226,145.0051,Northern Metropolitan,14949
Richmond,109 Lord St,2,h,925000,PI,hockingstuart,2018-02-24,2.4,3121,2,1,2,147,120,1970,Yarra City Council,-37.82364,145.00456,Northern Metropolitan,14949
Richmond,67B Lord St,2,u,600000,S,Marshall,2018-02-24,2.4,3121,2,1,2,94,94,2011,Yarra City Council,-37.82202,145.00483,Northern Metropolitan,14949
Richmond,12 Waltham St,3,h,1930000,SP,Jellis,2018-02-24,2.4,3121,3,2,1,248,141,1930,Yarra City Council,-37.81952,144.99673,Northern Metropolitan,14949
Ringwood,49B Ford St,3,t,845000,S,Philip,2018-02-24,19.9,3134,3,2,2,275,139,2003,Maroondah City Council,-37.82144,145.2358,Eastern Metropolitan,7785
Ringwood,7A Hobart St,3,t,1110000,SP,Jellis,2018-02-24,19.9,3134,3,2,2,427,120,1970,Maroondah City Council,-37.80435,145.23259,Eastern Metropolitan,7785
Ringwood East,9 Bronhill Rd,3,h,830000,S,Fletchers,2018-02-24,21.3,3135,3,1,1,674,108,1970,Maroondah City Council,-37.79779,145.25674,Eastern Metropolitan,4407
Ringwood North,37 Through Rd,3,h,991888,S,Barry,2018-02-24,19.9,3134,3,1,2,1040,120,1970,Manningham City Council,-37.79863,145.22997,Eastern Metropolitan,3619
Rowville,21 Dalmatia Ct,4,h,981000,SP,OBrien,2018-02-24,23.5,3178,4,2,2,649,649,1970,Knox City Council,-37.93299,145.25393,South-Eastern Metropolitan,11667
Rowville,19 Ling Dr,4,h,920000,SP,Harcourts,2018-02-24,23.5,3178,4,2,2,727,218,1990,Knox City Council,-37.92628,145.24259,South-Eastern Metropolitan,11667
Rowville,1378 Stud Rd,5,h,1055000,S,Barry,2018-02-24,23.5,3178,5,4,2,588,120,1970,Knox City Council,-37.94117,145.23012,South-Eastern Metropolitan,11667
Roxburgh Park,29 Boyden Sq,3,t,455000,S,RW,2018-02-24,20.6,3064,3,2,2,245,143,2000,Hume City Council,-37.62272,144.92727,Northern Metropolitan,5833
